addr,clCd,clCdNm,drTotCnt,estbDd,gdrCnt,hospUrl,intnCnt,postNo,resdntCnt,sdrCnt,sgguCd,sgguCdNm,sidoCd,sidoCdNm,telno,XPos,YPos,yadmNm,ykiho
"울산광역시 남구 삼산로 273 12층 (삼산동, 삼산타워)",31,의원,1,20100304,0,,0,44705,0,1,260001,울산남구,260000,울산,266-6075,129.3367805,35.5395317,송은영유반외과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkNDgxMzUxIzExIyQxIyQ3IyQxMyQzNjE4MzIjNTEjJDEjJDIjJDgz
울산광역시 남구 수암로 134 2층 (야음동),31,의원,1,20130916,0,,0,44750,0,1,260001,울산남구,260000,울산,052-716-0850,129.3216992,35.5272745,송이비인후과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkNDgxMzUxIzMxIyQxIyQzIyQ5MiQ0NjE0ODEjNDEjJDEjJDgjJDgz
울산광역시 남구 대학로 136 3층 (무거동),31,의원,1,20130117,0,,0,44611,0,1,260001,울산남구,260000,울산,052-222-4688,129.2620076,35.5465859,수마취통증의학과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkNDgxMzUxIzMxIyQxIyQzIyQ4OSQzNjEyMjIjNDEjJDEjJDgjJDgz
울산광역시 울주군 범서읍 구영로 104 3층,31,의원,1,20180824,0,,0,44923,0,1,260100,울산울주군,260000,울산,052-700-7088,129.2416626,35.5732171,수미인의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkNDgxOTYxIzExIyQxIyQzIyQ5MiQzNjEwMDIjNDEjJDEjJDgjJDgz
울산광역시 남구 수암로 138 8층 802호 (야음동),31,의원,1,20040430,0,,0,44750,0,1,260001,울산남구,260000,울산,052-268-7582,129.3219771,35.5270563,수암우리이비인후과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxNzAyIzIxIyQyIyQ1IyQwMCQ0NjEwMDIjNTEjJDEjJDIjJDgz
울산광역시 남구 수암로 108 2층 (신정동),31,의원,1,20060525,0,http://www.usnp.co.kr/,0,44748,0,1,260001,울산남구,260000,울산,052-273-6075,129.3189902,35.5284968,수앤미정신건강의학과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxNzAyIzMxIyQxIyQ3IyQxMyQ0NjEwMDIjNjEjJDEjJDQjJDgz
울산광역시 남구 북부순환도로 10 (무거동),31,의원,1,20050302,0,,0,44633,0,1,260001,울산남구,260000,울산,052-222-8833,129.2652355,35.5508471,순풍산부인과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxNzAyIzIxIyQxIyQ5IyQwMyQzNjE4MzIjODEjJDEjJDYjJDgz
울산광역시 남구 삼산로 272 10층 (삼산동),31,의원,1,20050729,0,http://www.starkay.co.kr/,0,44719,0,1,260001,울산남구,260000,울산,052-256-7585,129.3368838,35.5388969,스타케이의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxNzAyIzMxIyQxIyQzIyQ5MiQyNjEwMDIjODEjJDEjJDYjJDgz
울산광역시 중구 학성로 99 4층 (옥교동),31,의원,1,20101209,0,,0,44530,0,1,260003,울산중구,260000,울산,052-249-1004,129.3219468,35.5555049,시계탑리즈여성의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkNDgxMzUxIzIxIyQxIyQxIyQwMyQyNjE0ODEjNjEjJDEjJDAjJDgz
"울산광역시 남구 북부순환도로 48 4,7층 (무거동)",31,의원,1,20180315,0,,0,44628,0,1,260001,울산남구,260000,울산,052-221-0675,129.2689620,35.5522750,시민건강의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxNzAyIzExIyQyIyQ3IyQwMCQ0NjE0ODEjNDEjJDEjJDgjJDgz
울산광역시 동구 문재7길 5 2층 (방어동),31,의원,1,19920328,1,,0,44098,0,0,260002,울산동구,260000,울산,052-201-2800,129.4176801,35.4834349,시민의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxOTYxIzIxIyQxIyQ5IyQ5OSQzNjE4MzIjNjEjJDEjJDAjJDgz
울산광역시 울주군 온양읍 대운길 45 2층,31,의원,1,20130219,1,,0,44973,0,0,260100,울산울주군,260000,울산,052-239-6975,129.2818905,35.4133944,시원의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxNzAyIzIxIyQxIyQxIyQ4OSQzNjE4MzIjNjEjJDEjJDQjJDgz
울산광역시 남구 월평로 9 4층 (신정동),31,의원,1,20160928,0,,0,44670,0,1,260001,울산남구,260000,울산,052-261-7300,129.3066819,35.5408261,시원정형외과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkNDgxMzUxIzUxIyQxIyQ1IyQ4OSQzNjEyMjIjNzEjJDEjJDgjJDgz
울산광역시 울주군 온양읍 남창1길 50 4층,31,의원,1,20170724,0,,0,44974,0,1,260100,울산울주군,260000,울산,052-225-6768,129.2809662,35.4168899,시원한마취통증의학과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkNDgxMzUxIzMxIyQxIyQzIyQ5OSQzNjE0ODEjNTEjJDEjJDIjJDgz
울산광역시 중구 번영로 590 4층 (남외동),31,의원,1,20120530,0,,0,44495,0,1,260003,울산중구,260000,울산,052-248-1002,129.3464870,35.5689510,시원한이비인후과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkNDgxMzUxIzIxIyQxIyQ5IyQ3MiQzNjE0ODEjODEjJDEjJDIjJDgz
울산광역시 남구 중앙로 243 5~6층 (신정동),31,의원,2,20030404,0,,0,44671,0,2,260001,울산남구,260000,울산,052-256-5311,129.3109152,35.5424011,시제이여성의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxNzAyIzExIyQxIyQ3IyQ5MiQzNjEwMDIjNjEjJDEjJDgjJDgz
울산광역시 동구 방어진순환도로 651 (일산동),31,의원,3,20130110,0,,0,44067,0,3,260002,울산동구,260000,울산,052-252-9477,129.4282112,35.5000159,신내과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkNDgxMzUxIzMxIyQxIyQzIyQ4OSQzNjE0ODEjNjEjJDEjJDQjJDgz
울산광역시 남구 삼산로267번길 6-10 4층 (삼산동),31,의원,1,20100728,0,http://www.ssgps.co.kr/,0,44705,0,1,260001,울산남구,260000,울산,052-269-7070,129.3366387,35.5397149,신세계성형외과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkNDgxMzUxIzIxIyQxIyQxIyQ2MiQyNjE4MzIjNDEjJDEjJDQjJDgz
울산광역시 남구 삼산로 285 2~9층 (삼산동),31,의원,6,20000829,0,http://www.lasikulsan.co.kr,0,44705,0,6,260001,울산남구,260000,울산,052-275-0001,129.3381056,35.5397713,신세계안과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxMTkxIzMxIyQxIyQ3IyQ2MiQyNjEwMDIjODEjJDEjJDIjJDgz
울산광역시 중구 화합로 360-1 (반구동),31,의원,1,20060901,0,,0,44500,0,1,260003,울산중구,260000,울산,052-296-2397,129.3421474,35.5581220,신세계정형외과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxNzAyIzIxIyQxIyQ5IyQwMyQyNjEwMDIjNDEjJDEjJDQjJDgz
울산광역시 중구 번영로 576 6층 (남외동),31,의원,1,20210326,0,,0,44495,0,1,260003,울산중구,260000,울산,052-282-8555,,,신용억신경과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkNDgxOTYxIzIxIyQxIyQxIyQwMyQ0NjEwMDIjNTEjJDEjJDYjJDgz
"울산광역시 중구 명륜로 17 6층 601호 (태화동, SNU우정병원)",31,의원,1,20160325,0,,0,44452,0,1,260003,울산중구,260000,울산,052-211-5753,129.3086913,35.5539244,신울산비뇨기과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkNDgxMzUxIzUxIyQxIyQxIyQ3MiQyNjE0ODEjNDEjJDEjJDgjJDgz
울산광역시 중구 화합로 409 2층 (반구동),31,의원,1,20031004,1,,0,44510,0,0,260003,울산중구,260000,울산,052-293-3035,129.3379331,35.5617280,신울산의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxNzAyIzExIyQxIyQzIyQxMyQzNjEwMDIjNjEjJDEjJDAjJDgz
"울산광역시 중구 번영로 487 3층 (약사동, 대호빌딩)",31,의원,1,20060703,0,,0,44479,0,1,260003,울산중구,260000,울산,052-294-7582,129.3366792,35.5650568,신이비인후과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxOTYxIzIxIyQxIyQ5IyQ3OSQzNjE4MzIjNDEjJDEjJDQjJDgz
울산광역시 남구 중앙로 263 3층 (신정동),31,의원,1,20170302,0,,0,44671,0,1,260001,울산남구,260000,울산,052-922-2467,129.3102357,35.5441325,신정동권샘내과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkNDgxMzUxIzUxIyQxIyQ1IyQ3MiQyNjEyMjIjNTEjJDEjJDYjJDgz
울산광역시 남구 중앙로 253 2층 (신정동),31,의원,1,19920228,0,,0,44671,0,1,260001,울산남구,260000,울산,052-265-5824,129.3105190,35.5433767,신정재활의학과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkNDgxOTYxIzExIyQxIyQzIyQ4OSQzNjEyMjIjNjEjJDEjJDQjJDgz
울산광역시 동구 대학길 30 (화정동),31,의원,1,20150105,1,,0,44074,0,0,260002,울산동구,260000,울산,052-201-9971,129.4195664,35.4983038,신통의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkNDgxMzUxIzExIyQxIyQ3IyQ2MiQyNjEwMDIjNzEjJDEjJDgjJDgz
울산광역시 남구 삼산로 43 2층 (신정동),31,의원,1,20090210,0,,0,44676,0,1,260001,울산남구,260000,울산,052-261-9500,129.3125288,35.5338389,신화의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkNDgxMzUxIzIxIyQxIyQ5IyQ5MiQyNjE4MzIjNjEjJDEjJDAjJDgz
울산광역시 남구 수암로 107 3층 (신정동),31,의원,1,20160215,0,,0,44739,0,1,260001,울산남구,260000,울산,052-257-7970,129.3195141,35.5289320,아나파의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxNzAyIzExIyQxIyQzIyQ4OSQyNjE0ODEjNjEjJDEjJDQjJDgz
울산광역시 동구 등대로 1-1 (화정동),31,의원,1,20160105,1,,0,44057,0,0,260002,울산동구,260000,울산,052-235-9872,129.4271377,35.4928803,아라의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkNDgxMzUxIzUxIyQxIyQxIyQ5OSQ0NjEwMDIjNTEjJDEjJDIjJDgz
울산광역시 중구 문화의거리 17 2층 (성남동),31,의원,1,20150721,0,,0,44529,0,1,260003,울산중구,260000,울산,052-245-8819,129.3215062,35.5558909,아로마벨피부과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkNDgxMzUxIzQxIyQxIyQ3IyQ4MiQzNjEyMjIjNDEjJDEjJDgjJDgz
울산광역시 남구 삼산로 275 6층 (삼산동),31,의원,1,20150907,0,,0,44705,0,1,260001,울산남구,260000,울산,052-265-1122,129.3371820,35.5396038,아우라의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkNDgxMzUxIzQxIyQxIyQ3IyQwMyQzNjEwMDIjNzEjJDEjJDgjJDgz
울산광역시 남구 삼산중로 65 5층 (달동),31,의원,2,20150319,0,,0,44707,0,2,260001,울산남구,260000,울산,,129.3351135,35.5393185,아이온의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkNDgxMzUxIzQxIyQxIyQ3IyQ5OSQ0NjEwMDIjNjEjJDEjJDgjJDgz
울산광역시 울주군 언양읍 능골길 39 (),31,의원,1,20201223,0,,0,44937,0,1,260100,울산울주군,260000,울산,052-916-0011,,,아이좋은소아청소년과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkNDgxOTYxIzIxIyQxIyQxIyQ4MiQzNjEwMDIjNjEjJDEjJDgjJDgz
울산광역시 중구 번영로 590 (남외동),31,의원,1,20140122,0,,0,44495,0,1,260003,울산중구,260000,울산,052-297-7475,129.3464870,35.5689510,아주재활의학과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkNDgxMzUxIzMxIyQxIyQ3IyQ4OSQyNjE4MzIjNTEjJDEjJDYjJDgz
울산광역시 동구 방어진순환도로 799 (전하동),31,의원,1,20001026,0,,0,44034,0,1,260002,울산동구,260000,울산,052-235-4900,129.4307958,35.5131921,안신경외과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxMTkxIzMxIyQxIyQ3IyQ3MiQyNjE4MzIjNDEjJDEjJDgjJDgz
"울산광역시 남구 수암로 130 7층 (야음동, 메디어스빌딩)",31,의원,1,20170403,0,,0,44750,0,1,260001,울산남구,260000,울산,052-244-7700,129.3212953,35.5274194,앞선소아청소년과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkNDgxMzUxIzUxIyQxIyQ1IyQ4MiQyNjEwMDIjNTEjJDEjJDIjJDgz
"울산광역시 남구 삼산로 17 4층 (신정동, 애플타워)",31,의원,1,20140410,1,,0,44678,0,0,260001,울산남구,260000,울산,052-256-1975,129.3097636,35.5331537,애플의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkNDgxMzUxIzMxIyQxIyQzIyQwMyQzNjE0ODEjNjEjJDEjJDgjJDgz
울산광역시 남구 삼산로 115 4층 (달동),31,의원,1,20020720,0,,0,44693,0,1,260001,울산남구,260000,울산,052-227-2323,129.3200985,35.5357692,양경철성형외과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxMzUxIzUxIyQxIyQ1IyQ3MiQzNjE4MzIjNTEjJDEjJDIjJDgz
울산광역시 울주군 온양읍 대운길 15 (),31,의원,1,20201222,0,,0,44973,0,1,260100,울산울주군,260000,울산,052-237-8575,,,양내과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkNDgxOTYxIzIxIyQxIyQxIyQ4MiQzNjE0ODEjODEjJDEjJDIjJDgz
울산광역시 울주군 언양읍 동문길 65 5층,31,의원,1,20021120,0,,0,44941,0,1,260100,울산울주군,260000,울산,052-263-6776,129.1250377,35.5654061,양도훈비뇨기과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxNzAyIzExIyQxIyQ3IyQ3OSQzNjE0ODEjNzEjJDEjJDgjJDgz
울산광역시 남구 수암로 105 2층 (신정동),31,의원,1,19900504,0,,0,44739,0,1,260001,울산남구,260000,울산,052-267-9200,129.3193576,35.5290027,양이비인후과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxOTYxIzIxIyQxIyQxIyQ4OSQyNjE0ODEjNzEjJDEjJDgjJDgz
울산광역시 울주군 온산읍 덕신로 260 (),31,의원,1,19980616,0,,0,45005,0,1,260100,울산울주군,260000,울산,052-238-8275,129.3099002,35.4334646,양주동내과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxMTkxIzIxIyQyIyQxIyQwMCQyNjEwMDIjNjEjJDEjJDQjJDgz
울산광역시 동구 동해안로 49 (동부동),31,의원,1,20040728,0,,0,44006,0,1,260002,울산동구,260000,울산,052-232-3366,129.4285733,35.5423495,양지의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxMTkxIzIxIyQxIyQ5IyQwMyQ0NjE0ODEjNDEjJDEjJDgjJDgz
울산광역시 울주군 언양읍 헌양길 4 1~2층,31,의원,1,20150209,0,,0,44941,0,1,260100,울산울주군,260000,울산,052-254-3777,129.1272727,35.5640944,언양닥터홍마취통증의학과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkNDgxMzUxIzQxIyQxIyQ3IyQ4OSQzNjEyMjIjNjEjJDEjJDAjJDgz
울산광역시 울주군 언양읍 반구대로 815 (언양읍),31,의원,1,20010119,0,,0,44946,0,1,260100,울산울주군,260000,울산,052-262-2211,129.1267458,35.5629411,언양제일정형외과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxMTkxIzQxIyQxIyQ3IyQ3OSQyNjE0ODEjNzEjJDEjJDgjJDgz
울산광역시 울주군 언양읍 동문길 65 3층,31,의원,1,20030228,0,,0,44941,0,1,260100,울산울주군,260000,울산,052-262-0263,129.1250377,35.5654061,언양조정형외과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxNzAyIzExIyQxIyQ3IyQ4MiQzNjE4MzIjNjEjJDEjJDQjJDgz
울산광역시 울주군 언양읍 동문길 65 4층,31,의원,1,20010116,0,,0,44941,0,1,260100,울산울주군,260000,울산,052-254-5775,129.1250377,35.5654061,언양한사랑안과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxMTkxIzMxIyQxIyQ3IyQxMyQzNjEwMDIjNzEjJDEjJDgjJDgz
울산광역시 울주군 언양읍 동문길 58 (언양읍),31,의원,1,19960816,0,,0,44942,0,1,260100,울산울주군,260000,울산,052-262-1887,129.1246795,35.5660494,언양훼밀리의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxOTYxIzUxIyQyIyQ1IyQwMCQzNjE4MzIjNTEjJDEjJDYjJDgz
울산광역시 남구 삼산로 10 (신정동),31,의원,1,20010217,0,,0,44730,0,1,260001,울산남구,260000,울산,052-257-7955,129.3091297,35.5324044,엄재화내과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxMTkxIzQxIyQxIyQ3IyQ5OSQyNjEwMDIjNDEjJDEjJDQjJDgz
울산광역시 남구 북부순환도로 24 4층 (무거동),31,의원,1,19980427,0,,0,44633,0,1,260001,울산남구,260000,울산,052-249-5255,129.2664428,35.5515264,엄피부과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxMTkxIzExIyQxIyQ3IyQxMyQzNjEwMDIjNjEjJDEjJDQjJDgz
울산광역시 북구 박상진12로 11 지오타워 305~307호 (송정동),31,의원,1,20210408,0,,0,44236,0,1,260004,울산북구,260000,울산,052-297-5115,,,에스덤의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkNDgxOTYxIzIxIyQxIyQxIyQxMyQyNjEyMjIjNTEjJDEjJDYjJDgz
울산광역시 남구 문수로 331 6층 (옥동),31,의원,1,20150708,1,,0,44645,0,0,260001,울산남구,260000,울산,052-265-7445,129.2898184,35.5354385,에스마리의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkNDgxMzUxIzQxIyQxIyQ3IyQ4MiQzNjEwMDIjNTEjJDEjJDIjJDgz
울산광역시 남구 삼산로 274 11층 (삼산동),31,의원,1,20080718,1,http://www.smiin.co.kr,0,44719,0,0,260001,울산남구,260000,울산,052-707-1000,129.3372881,35.5384818,에스의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxOTYxIzUxIyQxIyQ1IyQ5MiQzNjE0ODEjODEjJDEjJDIjJDgz
울산광역시 남구 신여천로 2 (고사동),31,의원,1,19820716,0,,0,44782,0,1,260001,울산남구,260000,울산,052-208-2391,129.3456708,35.5102455,에스케이에너지주식회사부속의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxMzUxIzIxIyQxIyQ1IyQxMyQzNjEwMDIjNzEjJDEjJDgjJDgz
"울산광역시 남구 돋질로302번길 35 3, 4층 (삼산동)",31,의원,1,20130304,1,ellisclinic.co.kr,0,44705,0,0,260001,울산남구,260000,울산,052-268-1205,129.3375160,35.5409284,엘리스의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkNDgxMzUxIzMxIyQxIyQ3IyQ2MiQyNjEyMjIjNzEjJDEjJDgjJDgz
울산광역시 동구 대학길 74 (화정동),31,의원,1,20021221,0,,0,44074,0,1,260002,울산동구,260000,울산,052-235-7515,129.4217317,35.4984226,연세내과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxNzAyIzExIyQxIyQ3IyQ4OSQzNjE4MzIjODEjJDEjJDYjJDgz
울산광역시 남구 삼산중로 65 3층 (달동),31,의원,1,19990712,0,http://www.ysdoc.com,0,44707,0,1,260001,울산남구,260000,울산,052-273-7511,129.3351135,35.5393185,연세리더스의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxMTkxIzIxIyQxIyQ5IyQ2MiQzNjEwMDIjODEjJDEjJDIjJDgz
"울산광역시 중구 시계탑거리 39 지하1,지상2~3층 (옥교동)",31,의원,2,20150708,1,,0,44531,0,1,260003,울산중구,260000,울산,052-211-7575,129.3219390,35.5534912,연세리버내과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkNDgxMzUxIzQxIyQxIyQ3IyQ4MiQzNjE0ODEjNjEjJDEjJDAjJDgz
울산광역시 남구 삼산중로 69 6층 (달동),31,의원,1,20071112,0,http://www.usellechou.co.kr,0,44707,0,1,260001,울산남구,260000,울산,052-267-7004,129.3351478,35.5397257,연세엘레핀의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxNzAyIzUxIyQxIyQxIyQxMyQzNjEyMjIjNTEjJDEjJDYjJDgz
"울산광역시 남구 대암로 69 3층 (야음동, 신정현대프라자)",31,의원,1,20010118,0,,0,44733,0,1,260001,울산남구,260000,울산,052-258-5246,129.3238130,35.5308080,연세의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxMTkxIzExIyQxIyQ3IyQ3MiQyNjEwMDIjNTEjJDEjJDYjJDgz
울산광역시 북구 매산로 15 4층 (매곡동),31,의원,1,20180214,0,,0,44223,0,1,260004,울산북구,260000,울산,052-281-0707,129.3571198,35.6417384,연세피움의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkNDgxOTYxIzExIyQyIyQzIyQwMCQyNjE4MzIjNjEjJDEjJDQjJDgz
울산광역시 울주군 범서읍 천상중앙길 104 3층,31,의원,1,20020930,0,,0,44928,0,1,260100,울산울주군,260000,울산,052-211-1461,129.2251052,35.5624935,연세하얀미의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxNzAyIzExIyQxIyQzIyQwMyQyNjE4MzIjNDEjJDEjJDgjJDgz
"울산광역시 북구 천곡남로 33 203호 204호 (천곡동, 삼성코아루상가)",31,의원,1,20140818,0,,0,44205,0,1,260004,울산북구,260000,울산,052-295-0800,129.3348221,35.6306608,연희가정의학과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkNDgxMzUxIzMxIyQxIyQ3IyQ5MiQzNjE0ODEjNjEjJDEjJDQjJDgz
울산광역시 북구 신답로 48 프리지아 지상2층 204~205호 (상안동),31,의원,1,20120305,0,,0,44209,0,1,260004,울산북구,260000,울산,052-297-7733,129.3432026,35.6290844,열린소아청소년과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkNDgxMzUxIzIxIyQxIyQ5IyQ5OSQyNjEyMjIjNDEjJDEjJDQjJDgz
울산광역시 북구 호계로 322 (신천동),31,의원,1,20030324,0,,0,44224,0,1,260004,울산북구,260000,울산,052-291-2975,129.3509740,35.6318837,열린이비인후과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxNzAyIzExIyQxIyQ3IyQ5MiQyNjE0ODEjNjEjJDEjJDQjJDgz
울산광역시 울주군 범서읍 굴화2길 2 4~5층,31,의원,1,20200203,0,,0,44933,0,1,260100,울산울주군,260000,울산,052-222-8275,129.2620821,35.5561670,열린정형외과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkNDgxOTYxIzExIyQxIyQ3IyQxMyQ0NjEwMDIjNjEjJDEjJDAjJDgz
울산광역시 남구 대학로33번길 17 (무거동),31,의원,1,19970217,1,,0,44617,0,0,260001,울산남구,260000,울산,052-277-5074,129.2544000,35.5397000,영남의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxOTYxIzUxIyQxIyQ1IyQwMyQzNjE4MzIjNDEjJDEjJDQjJDgz
울산광역시 북구 가재길 87 3층 (천곡동),31,의원,1,20110427,0,,0,44202,0,1,260004,울산북구,260000,울산,052-286-8277,129.3322994,35.6342325,영남이비인후과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkNDgxMzUxIzIxIyQyIyQ1IyQwMCQyNjEyMjIjNDEjJDEjJDgjJDgz
울산광역시 남구 수암로 95 2층 (신정동),31,의원,1,20091230,0,http://www.youngstone.co.kr/,0,44739,0,1,260001,울산남구,260000,울산,268-0075,129.3183172,35.5294897,영비뇨기과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkNDgxMzUxIzExIyQxIyQ3IyQ5MiQyNjEyMjIjNzEjJDEjJDgjJDgz
울산광역시 남구 삼산중로 65 2층 (달동),31,의원,1,20201228,0,,0,44707,0,1,260001,울산남구,260000,울산,052-256-1800,,,예스리더스의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkNDgxOTYxIzIxIyQxIyQxIyQ5MiQyNjEyMjIjODEjJDEjJDYjJDgz
울산광역시 북구 호계로 241 (호계동),31,의원,1,20030916,0,,0,44228,0,1,260004,울산북구,260000,울산,052-286-5800,129.3531903,35.6252400,예스정형외과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxMTkxIzExIyQxIyQzIyQxMyQ0NjEwMDIjNDEjJDEjJDgjJDgz
울산광역시 남구 삼산로278번길 8 5층 (삼산동),31,의원,1,20131015,0,,0,44719,0,1,260001,울산남구,260000,울산,052-271-1400,129.3372881,35.5384818,오즈소아청소년과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkNDgxMzUxIzExIyQxIyQzIyQ5MiQyNjEwMDIjNTEjJDEjJDIjJDgz
울산광역시 남구 수암로 230 401호 (야음동),31,의원,1,20130319,0,,0,44752,0,1,260001,울산남구,260000,울산,052-256-0200,129.3308903,35.5246861,오케이마취통증의학과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkNDgxMzUxIzMxIyQyIyQzIyQwMCQzNjE0ODEjNDEjJDEjJDQjJDgz
"울산광역시 북구 신답로 48 312호 (상안동, 프리지아)",31,의원,1,20061211,0,,0,44209,0,1,260004,울산북구,260000,울산,052-281-1888,129.3432026,35.6290844,오케이비뇨기과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxNzAyIzQxIyQxIyQ3IyQ5MiQzNjE0ODEjNjEjJDEjJDgjJDgz
울산광역시 울주군 언양읍 동문길 65 2층,31,의원,1,19970228,0,,0,44941,0,1,260100,울산울주군,260000,울산,052-262-1716,129.1250377,35.5654061,오형덕이비인후과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxOTYxIzUxIyQxIyQ1IyQwMyQ0NjEwMDIjNjEjJDEjJDgjJDgz
울산광역시 남구 문수로 376 3층 (옥동),31,의원,1,20040609,0,,0,44662,0,1,260001,울산남구,260000,울산,052-258-7588,129.2943383,35.5341647,옥동우리이비인후과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxNzAyIzIxIyQxIyQ1IyQ4MiQzNjEwMDIjNDEjJDEjJDgjJDgz
울산광역시 남구 문수로 333 (옥동),31,의원,1,20100311,0,,0,44645,0,1,260001,울산남구,260000,울산,052-261-0303,129.2899567,35.5354067,옥동정형외과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkNDgxMzUxIzIxIyQxIyQxIyQ3OSQzNjE4MzIjNTEjJDEjJDYjJDgz
울산광역시 울주군 온산읍 덕남로 15 (온산읍),31,의원,1,20050510,0,,0,45006,0,1,260100,울산울주군,260000,울산,052-238-0775,129.3113483,35.4330011,온산성모안과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxNzAyIzMxIyQyIyQzIyQwMCQyNjE4MzIjNjEjJDEjJDgjJDgz
